,sh,kingdom,phylum,class,order,family,genus,assignedLevel
205,SH0904485.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,,family
206,SH0925652.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,genus
207,SH1129552.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Ionomidotis,genus
208,SH1306572.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
209,SH1039008.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
210,SH1080060.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Geosmithia,genus
211,SH1050448.09FU,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__Branch02,,,order
212,SH0912673.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
213,SH1304761.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,genus
214,SH1323065.09FU,k__Fungi,p__Chytridiomycota,c__Synchytriomycetes,o__Synchytriales,f__Synchytriaceae,g__Synchytrium,genus
215,SH0941059.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,genus
216,SH1071649.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Polycephalomyces,genus
217,SH1330552.09FU,k__Fungi,p__Chytridiomycota,,,,,phylum
218,SH2106529.09FU,k__Fungi,p__Chytridiomycota,c__Mesochytriomycetes,o__Gromochytriales,f__Gromochytriaceae,g__Gromochytrium,genus
219,SH1016774.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Albatrellaceae,g__Byssoporia,genus
220,SH1049040.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
221,SH1122242.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Amylocorticiales,f__Amylocorticiaceae,,family
222,SH1070760.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,genus
223,SH0971423.09FU,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS11,,,order
224,SH0997750.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
225,SH0891316.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,genus
226,SH1190715.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Nemania,genus
227,SH1003518.09FU,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,,,order
228,SH1198825.09FU,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,f__Chytridiaceae,,family
229,SH1121524.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Hypocopra,genus
230,SH0908233.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Parmeliaceae,g__Anzia,genus
231,SH1238864.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Omphalotaceae,g__Gymnopus,genus
232,SH1301076.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Geniculifera,genus
233,SH0908399.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
234,SH1049050.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
235,SH1133870.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lyophyllaceae,g__Termitomyces,genus
236,SH1303251.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,genus
237,SH1022597.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
238,SH1175355.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,genus
239,SH0917589.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,genus
240,SH2248055.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum,genus
241,SH1238184.09FU,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonaceae,g__Endogone,genus
242,SH1255369.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Tricholoma,genus
243,SH1314566.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Hysteriales,,,order
244,SH0940608.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
245,SH3633407.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,genus
246,SH0917272.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Cuphophyllus,genus
247,SH1609655.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Bryoglossaceae,g__Neocudoniella,genus
248,SH1289448.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Hyphodontiella,genus
249,SH1116675.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,,family
250,SH1016637.09FU,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Powellomycetaceae,g__Geranomyces,genus
251,SH1085070.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Caliciales,f__Physciaceae,g__Heterodermia,genus
252,SH0982466.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Lachnum,genus
253,SH1003089.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
254,SH0912603.09FU,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Trichomonascaceae,,family
255,SH0943395.09FU,k__Fungi,p__Ascomycota,c__Sareomycetes,o__Sareales,f__Sareaceae,g__Sarea,genus
256,SH1149423.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Atractosporocybe,genus
257,SH0997966.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Cutaneotrichosporon,genus
258,SH1198713.09FU,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,f__Chytriomycetaceae,g__Rhizoclosmatium,genus
259,SH0886768.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Umbilicariales,f__Umbilicariaceae,g__Umbilicaria,genus
260,SH1243117.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Rugosomyces,genus
261,SH1316458.09FU,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Borealophlyctidaceae,g__Borealophlyctis,genus
262,SH2104054.09FU,k__Fungi,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Quaeritorhizaceae,g__Quaeritorhiza,genus
263,SH0904894.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipita,genus
264,SH0963896.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Tulostoma,genus
265,SH1087018.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Mycosphaerella,genus
266,SH1008658.09FU,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,genus
267,SH1241025.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Acidea,genus
268,SH1050530.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,,,order
269,SH0966463.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidiales,f__Mytilinidiaceae,g__Lophium,genus
270,SH1276477.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,order
271,SH1149345.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lyophyllaceae,g__Sphagnurus,genus
272,SH1075760.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Parmeliaceae,g__Pannoparmelia,genus
273,SH1027363.09FU,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Geoglossum,genus
274,SH1299429.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Derxomyces,genus
275,SH1095700.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,,family
276,SH1307375.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,genus
277,SH1130718.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,genus
278,SH1123845.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariales_fam_Incertae_sedis,g__Papulaspora,genus
279,SH1042647.09FU,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Metschnikowiaceae,g__Metschnikowia,genus
280,SH1304673.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,genus
281,SH0907979.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
282,SH0937778.09FU,k__Fungi,p__Rozellomycota,,,,,phylum
283,SH1004792.09FU,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Sarcoleotia,genus
284,SH0881601.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,class
285,SH1200602.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,genus
286,SH1038145.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
287,SH1878248.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Bullera,genus
288,SH1022997.09FU,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__Umbelopsidales,f__Umbelopsidaceae,g__Umbelopsis,genus
289,SH1014332.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,g__Antrodia,genus
290,SH1105846.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Omphalina,genus
291,SH1025501.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
292,SH1192843.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporales_fam_Incertae_sedis,g__Fuscopostia,genus
293,SH0964654.09FU,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,,,order
294,SH1125887.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,genus
295,SH0911348.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pleurotaceae,g__Pleurotus,genus
296,SH1135890.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Panellus,genus
297,SH1038539.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
298,SH1179020.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hymenogastraceae,g__Naucoria,genus
299,SH1110422.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Botryobasidiaceae,g__Haplotrichum,genus
300,SH1095682.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
301,SH1111028.09FU,k__Fungi,p__Zoopagomycota,,,,,phylum
302,SH0930992.09FU,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Trichoglossum,genus
303,SH0960206.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,genus
304,SH1076559.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,genus
305,SH1294392.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
306,SH1059030.09FU,k__Fungi,p__Chytridiomycota,,,,,phylum
307,SH1174663.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,genus
308,SH1049044.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
309,SH1050548.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
310,SH0988837.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,genus
311,SH1145668.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Porotheleaceae,g__Phloeomana,genus
312,SH1000150.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
313,SH0969560.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
314,SH1250951.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,genus
315,SH0966439.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
316,SH0912889.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
317,SH1287238.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Hyalorbilia,genus
318,SH1323132.09FU,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,,,,class
319,SH1204578.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,genus
320,SH1047627.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
321,SH1264223.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Pestalotiopsidaceae,g__Pestalotiopsis,genus
322,SH1000207.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
323,SH1095719.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
324,SH1198433.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Valsaceae,,family
325,SH1121291.09FU,k__Fungi,p__Blastocladiomycota,,,,,phylum
326,SH1314476.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Calyptella,genus
327,SH1004058.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,genus
328,SH1152059.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,genus
329,SH1305062.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,genus
330,SH1089713.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,,,order
331,SH1133916.09FU,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,f__Chytriomycetaceae,g__Siphonaria,genus
332,SH1288174.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,genus
333,SH1025513.09FU,k__Fungi,p__Glomeromycota,,,,,phylum
334,SH2333259.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Mariannaea,genus
335,SH0886715.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Umbilicariales,f__Umbilicariaceae,g__Umbilicaria,genus
336,SH1271168.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
337,SH1314491.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massariaceae,g__Massaria,genus
338,SH4240338.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,genus
339,SH1282685.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,genus
340,SH1125884.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Roridomyces,genus
341,SH1323792.09FU,k__Fungi,p__Ascomycota,c__Pneumocystomycetes,o__Pneumocystales,f__Pneumocystaceae,g__Pneumocystis,genus
342,SH0975116.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
343,SH1080595.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,,,,class
344,SH1238336.09FU,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Microstromatales,f__Microstromatales_fam_Incertae_sedis,g__Sympodiomycopsis,genus
345,SH1122763.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Hygrocybe,genus
346,SH1303777.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,genus
347,SH1003258.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,genus
348,SH1077858.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,,,order
349,SH0965703.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Bankeraceae,g__Boletopsis,genus
350,SH1121752.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,,family
351,SH1304736.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,genus
352,SH1302288.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Panaceae,g__Cymatoderma,genus
353,SH1106253.09FU,k__Fungi,p__Chytridiomycota,c__Cladochytriomycetes,o__Cladochytriales,f__Septochytriaceae,g__Septochytrium,genus
354,SH1165054.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,genus
355,SH1323044.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Biannulariaceae,,family
356,SH0962405.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,,,order
357,SH1049035.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
358,SH1345747.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,genus
359,SH0912931.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
360,SH1208133.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,genus
361,SH1199690.09FU,k__Fungi,p__Chytridiomycota,c__Cladochytriomycetes,o__Cladochytriales,f__Nowakowskiellaceae,g__Nowakowskiella,genus
362,SH0915263.09FU,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS05,,,order
363,SH1078757.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leohumicola,genus
364,SH1286910.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,genus
365,SH0957519.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
366,SH0912857.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
367,SH0984411.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Tulasnellaceae,,family
368,SH0909296.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Polyozellus,genus
369,SH0957727.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
370,SH1077763.09FU,k__Fungi,p__Ascomycota,,,,,phylum
371,SH1168240.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Omphalotaceae,g__Mycetinis,genus
372,SH0912008.09FU,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,,family
373,SH1327151.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,class
374,SH1164679.09FU,k__Fungi,p__Chytridiomycota,,,,,phylum
375,SH1217938.09FU,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Tilletiales,f__Tilletiaceae,g__Tilletia,genus
376,SH0967871.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
377,SH0930984.09FU,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Trichoglossum,genus
378,SH0934753.09FU,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,,,order
379,SH1283811.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,genus
380,SH1046374.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Arachnopezizaceae,g__Arachnoscypha,genus
381,SH1101590.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,class
382,SH1268738.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,,family
383,SH0977770.09FU,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,genus
384,SH0998787.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Gigasporales,f__Gigasporaceae,g__Gigaspora,genus
385,SH1207530.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,genus
386,SH1078874.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
387,SH0995510.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Tremella,genus
388,SH1316469.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,genus
389,SH1713387.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Sirobasidiaceae,g__Fibulobasidium,genus
390,SH1260503.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,genus
391,SH0933672.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,,family
392,SH0967888.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Hyphodiscus,genus
393,SH0975494.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hamatocanthoscyphaceae,g__Curviclavula,genus
394,SH1163767.09FU,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,f__Chytriomycetaceae,g__Entophlyctis,genus
395,SH1275006.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Funneliformis,genus
396,SH0913193.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Thermoascaceae,,family
397,SH1282646.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,genus
398,SH1192503.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,genus
399,SH1049349.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Irpicaceae,g__Ceriporia,genus
400,SH1070872.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,genus
401,SH2018328.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Amylocorticiales,f__Amylocorticiaceae,g__Amylocorticium,genus
402,SH1596009.09FU,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Diutina,genus
403,SH0893687.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,,,order
404,SH0998585.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,,,order
405,SH1235902.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Lachnocladiaceae,g__Scytinostroma,genus
406,SH1019863.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Elaphomycetaceae,g__Elaphomyces,genus
407,SH0945209.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,,,,class
408,SH0984654.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,genus
