,sh,phylum,class,order,family,genus,species
12407,AB003948.1.1770,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Hamigera,Hamigera striata
12418,AB013575.1.1780,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma-Candida,Yamadazyma-Candida clade
12431,AB001109.1.1772,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,Cephaliophora irregularis
12432,AB013579.1.1782,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella-Candida,Kurtzmaniella-Candida clade
12437,AB011509.1.1778,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces nonfermentans
12447,AB013584.1.1779,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces lignosus
12467,AB013507.1.1773,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma-Candida,Yamadazyma-Candida clade
12493,AB007684.1.2126,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Graphium,Graphium eumorphum
12496,AB013524.1.1778,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Candida,Candida ergatensis
12511,AB013539.1.1639,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Candida,Diutina catenulata
12529,GZ486157.1.1738,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora-Candida,Clavispora-Candida clade
12530,AB013527.1.1778,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma-Candida,Yamadazyma-Candida clade
12533,AB002073.1.1765,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus cristatus
12539,AB013564.1.1773,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma-Candida,Yamadazyma-Candida clade
12554,AB024587.1.1734,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces viridis
12555,AB015787.1.1688,Ascomycota,Leotiomycetes,Incertae Sedis,Myxotrichaceae,Oidiodendron,Oidiodendron tenuissimum
12562,AB013540.1.1744,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora-Candida,Clavispora-Candida clade
12572,AB008395.1.1733,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus avenaceus
12590,AB013565.1.1773,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma-Candida,Yamadazyma-Candida clade
12592,AB000642.1.1750,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Dipodascus,Dipodascus albidus
12602,AB008406.1.1733,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Sclerocleista,Sclerocleista ornata
12607,AB000660.1.1758,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Trichomonascus,Trichomonascus farinosus
12611,AB011054.1.1423,Basidiomycota,Pucciniomycetes,Pucciniales,Physopella,Physopella,Physopella ampelopsidis
12612,AB015052.1.1785,Glomeromycotina,Archaeosporales,Ambisporaceae,Ambispora,Ambispora,Ambispora leptoticha
12638,AB000641.1.1754,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,Geotrichum klebahnii
12655,AB013512.1.1782,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida glaebosa clade
12660,AB007666.1.1748,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma bicolor
12667,AB000952.1.1739,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina letifera
12674,AB016017.1.1720,Mortierellomycotina,Mortierellales,Mortierellaceae,Mortierella,Mortierella,Mortierella verticillata
12681,AB013530.1.1777,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma-Candida,Yamadazyma-Candida clade
12684,AB032630.1.1782,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia friedmannii
12693,AB001032.1.1758,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,Kockovaella fuzhouensis
12705,AB001761.1.1756,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon moniliiforme
12706,AB001036.1.1755,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,Kockovaella distylii
12709,AB032647.1.1781,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma terreus
12710,AB013551.1.1780,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma-Candida,Yamadazyma-Candida clade
12714,AB013506.1.1745,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora-Candida,Clavispora-Candida clade
12719,AB001730.1.1756,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon aquatile
12723,AB013558.1.1746,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Starmerella-Candida,Starmerella-Candida clade
12728,AB023414.1.1767,Basidiomycota,Exobasidiomycetes,Entylomatales,Incertae Sedis,Tilletiopsis,Tilletiopsis lilacina
12736,AB013566.1.1784,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma-Candida,Meyerozyma-Candida clade
12738,AB016584.1.1782,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida glaebosa clade
12740,AB013523.1.1782,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida glaebosa clade
12745,AB001763.1.1756,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon mucoides
12747,AB000662.1.2158,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Trichomonascus,Trichomonascus ciferrii
12750,AB013570.1.1773,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma-Candida,Yamadazyma-Candida clade
12753,AB013537.1.1781,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella-Candida,Kurtzmaniella-Candida clade
12761,AB000954.1.1739,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina mirabilis
12763,AB008401.1.1733,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fumigatus
12767,AB023472.1.1715,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia gruessii
12793,AB035717.1.2154,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Bannoa,Bannoa ogasawarensis
12798,AB003950.1.2138,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
12799,AB003077.1.1640,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus penicillioides
12800,AB017898.1.1738,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Starmera-Candida,Starmera-Candida clade
12827,AB016173.1.1605,Ascomycota,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus pannorum var. asperulatus,Pseudogymnoascus,Pseudogymnoascus pannorum var. asperulatus
12835,AB011017.1.1737,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniastraceae,Hyalopsora,Hyalopsora polypodii
12841,AB007655.1.1749,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala calicioides
12855,AB007662.1.1748,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Parascedosporium,Parascedosporium tectonae
12861,AB001746.1.2653,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Incertae Sedis,Jianyunia,Jianyunia sakaguchii
12876,AB015772.1.1688,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnascella,Gymnascella aurantiaca
12889,AB015779.1.1686,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Aphanoascus,Aphanoascus mephitalis
12892,AB012952.1.2472,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
12900,AB001764.1.1758,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon multisporum
12901,AB015909.1.1698,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Starmerella-Candida,Starmerella-Candida clade
12910,AB007673.1.1757,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Parascedosporium,Parascedosporium putredinis
12934,AB002081.1.1777,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Warcupiella,Warcupiella spinulosa
12937,AB013538.1.1739,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Candida,[Candida] savonica
12949,AB018143.1.1721,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Starmerella-Candida,Starmerella-Candida clade
12953,AB003943.1.2197,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Trichocoma,Trichocoma paradoxa
12966,AB013573.1.1781,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella-Candida,Kurtzmaniella-Candida clade
12995,AB016506.1.1751,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Tetrapisispora iriomotensis
12996,AB013588.1.1769,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida-Lodderomyces,Candida-Lodderomyces clade
12999,AB018167.1.1780,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Nakazawaea,Nakazawaea ishiwadae
13000,AB016011.1.1900,Zoopagomycotina,Zoopagales,Syncephalis,Syncephalis depressa,Syncephalis,Syncephalis depressa
13006,AB014043.1.3032,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria polymorpha
13007,AB008396.1.1732,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus candidus
13008,AB013514.1.1748,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora-Candida,Clavispora-Candida clade
13017,AB014401.1.1772,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,Cephaliophora irregularis
13037,AB008408.1.1732,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sparsus
13046,AB034909.1.1763,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Citeromyces,Citeromyces matritensis
13052,AB016512.1.1759,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania naganishii
13054,AB013552.1.1734,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Kodamaea-Candida,Kodamaea-Candida clade
13055,AB017900.1.1710,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Phaffomyces,Phaffomyces thermotolerans
13061,AB015785.1.2050,Ascomycota,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus pannorum var. pannorum,Pseudogymnoascus,Pseudogymnoascus pannorum var. pannorum
13064,AB013559.1.1743,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Starmerella-Candida,Starmerella-Candida clade
13069,KF925452.1.1251,Basidiomycota,Agaricomycetes,Ganoderma boninense,,Ganoderma,Ganoderma boninense
13076,AB035716.1.2176,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Bannoa,Bannoa ogasawarensis
13090,AB017894.1.1700,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Phaffomyces,Phaffomyces opuntiae
13092,AB000652.1.1736,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,Galactomyces candidus
13093,AB013578.1.1738,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima
13126,AB000958.1.1740,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina robinsoniana
13127,AB014044.1.2590,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,Rosellinia necatrix
13135,AB021696.1.1762,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus ruineniae
13147,AB013541.1.1781,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella-Candida,Kurtzmaniella-Candida clade
13157,AB013547.1.1746,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora-Candida,Clavispora-Candida clade
13161,AB018162.1.1766,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hypopichia-Candida,Hypopichia-Candida clade
13168,AB001753.1.1756,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon cutaneum
13177,AB018144.1.1721,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Starmerella-Candida,Starmerella-Candida clade
13178,AB001756.1.1758,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum gracile
13180,AB013576.1.1745,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Starmerella-Candida,Starmerella-Candida clade
13194,AB007685.1.3526,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala calicioides
13201,AB002065.1.1777,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus candidus
13213,AB002083.1.1777,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus proliferans
13223,AB003787.1.1751,Ascomycota,Sordariomycetes,Sordariales,Incertae Sedis,Kionochaeta,Kionochaeta ivoriensis
13228,AB008410.1.1733,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus ustus
13242,AB018163.1.1750,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora-Candida,Clavispora-Candida clade
13247,AB003946.1.1776,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicilliopsis,Penicilliopsis clavariiformis
13291,AB019216.1.1723,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia manshurica
13301,AB015908.1.1767,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wicherhamiella-Candida,Wicherhamiella-Candida clade
13305,AB007665.1.1749,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma ainoae
13306,AB023466.1.1726,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata
13313,AB021669.1.1761,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,Erythrobasidium elongatum
13314,AB018135.1.1766,Ascomycota,Saccharomycetes,Saccharomycetales,Trigonopsidaceae,Trigonopsis,Trigonopsis vinaria
13332,AB000644.1.1750,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Dipodascus,Dipodascus geniculatus
13336,AB023476.1.1663,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia hawaiiensis
13337,AB016514.1.1757,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania yakushimaensis
13345,AB023945.1.1727,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,Purpureocillium lilacinum (nematode egg-parasitic fungus)
13349,AB030319.1.1756,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus nylandii
13351,AB000665.1.1737,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Galactomyces,Galactomyces citri-aurantii
13354,AB013550.1.1758,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora-Candida,Clavispora-Candida clade
13359,HK120205.1.1423,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,unidentified
13371,AB007682.1.2167,Ascomycota,Sordariomycetes,Microascales,Graphiaceae,Graphium,Graphium penicillioides
13373,AB008400.1.1733,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus flavipes
13374,AB000957.1.1741,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina pruni-subcordatae
13386,AB000966.1.1447,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces japonicus
13401,AB013577.1.1776,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma-Candida,Yamadazyma-Candida clade
13403,AB018152.1.1766,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Zygoascus-Candida,Zygoascus-Candida clade
13420,AB001749.1.1756,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon japonicum
13427,AB018160.1.1757,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Candida,Candida entomophila
13431,AB001755.1.1758,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum dulcitum
13442,AB011015.1.1747,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniastraceae,Hyalopsora,Hyalopsora polypodii
13447,AB022928.1.1780,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Derxomyces,Derxomyces boninensis
13452,AB018138.1.1769,Ascomycota,Saccharomycetes,Saccharomycetales,Trigonopsidaceae,Trigonopsis,Trigonopsis cantarellii
13456,AB002064.1.1771,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus versicolor
13464,AB018141.1.1767,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Trichomonascus,Trichomonascus ciferrii
13469,AB013511.1.1781,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Candida,Candida chilensis
13483,AB031390.1.1767,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Geosmithia,Geosmithia putterillii
13488,AB013509.1.1782,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella-Candida,Kurtzmaniella-Candida clade
13494,AB032120.1.1771,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Rasamsonia,Rasamsonia argillacea
13495,AB017899.1.1735,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Starmera-Candida,Starmera-Candida clade
13499,AB013515.1.1774,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma-Candida,Yamadazyma-Candida clade
13500,AB003945.1.2150,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicilliopsis,Penicilliopsis clavariiformis
13502,AB023471.1.1723,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Candida agrestis
13518,AB032620.1.1782,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia antarctica
13522,AB013549.1.1767,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida-Lodderomyces,Candida-Lodderomyces clade
13530,AB024048.1.1730,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Monascus,Monascus ruber
13532,AB018132.1.1679,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Starmerella-Candida,Starmerella-Candida clade
13535,AB013557.1.1747,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Candida agrestis
13544,AB032631.1.1782,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma fuscescens
13547,AB018145.1.1658,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Starmerella-Candida,Starmerella-Candida clade
13550,AB007658.1.1751,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Pesotum,Pesotum erubescens
13554,AB013553.1.1781,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella-Candida,Kurtzmaniella-Candida clade
13559,AB018176.1.1790,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Citeromyces,Citeromyces matritensis
13563,AB007664.1.1747,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Grosmannia,Grosmannia cucullata
13575,AB007672.1.1746,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Parascedosporium,Parascedosporium putredinis
13578,AB013568.1.1784,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces hansenii var. hansenii
13587,AB007683.1.2126,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Parascedosporium,Parascedosporium putredinis
13590,AB013571.1.1745,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora-Candida,Clavispora-Candida clade
13594,AB018161.1.1789,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Nakazawaea,Nakazawaea ernobii
13596,AB013591.1.1781,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys chiropterorum
13597,AB023473.1.1712,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima
13609,AB016023.1.1736,Zoopagomycotina,Zoopagales,Piptocephalidaceae,Piptocephalis,Piptocephalis,Piptocephalis corymbifera
13610,AB014042.1.1751,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria sp. PF1022
13617,AB024049.1.1735,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Xeromyces,Xeromyces bisporus
13627,AB024592.1.1731,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sclerotialis
13632,AB026434.1.1766,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Geosmithia,Geosmithia putterillii
13662,AB008404.1.1733,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus nomius
13670,AB021686.1.2072,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Ruineniaceae,Ruinenia,Ruinenia rubra
13671,AB033481.1.1782,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia moricola
13678,AB015775.1.1685,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnascella,Gymnascella hyalinospora
13688,AB015780.1.1683,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium,Chrysosporium indicum
13695,AB018126.1.1771,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Middelhovenomyces,Middelhovenomyces petrohuensis
13733,AB013503.1.1749,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora-Candida,Clavispora-Candida clade
13750,AB018137.1.1772,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Middelhovenomyces,Candida bondarzewiae
13755,AB013519.1.1783,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Candida,[Candida] glucosophila
